log ID,log date,log title,field name,experiment ID,owner,category,revision date,equipment,rate,volume,area,time,length,count,weight,None type,material
2a7fe809-f732-4c7a-8de3-4d58a04dcda0,2019-08-20T23:00:00+00:00,Applied slug pellets: HOOSFIELD Commercial,,HOOS FIELD - direct drilled section 2020,Chris Mackay,Pesticide Application,2022-06-07T16:21:50+00:00,"Lehner slug pelleter, Kawasaki  Mule 610",5 kg/ha,,,,,,,,Ironmax pro (17122)
3c26bb7d-772d-4d93-9115-230bd6682f8b,2019-08-20T23:00:00+00:00,Applied slug pellets: GREAT HARPENDEN 2 Commercial,GREAT HARPENDEN 2,,Chris Mackay,Pesticide Application,2022-06-07T16:21:50+00:00,"Lehner slug pelleter, Kawasaki  Mule 610",5 kg/ha,,,,,,,,Ironmax pro (17122)
3157b85d-71a7-41ce-be88-ef361ccc0053,2019-08-20T23:00:00+00:00,Applied slug pellets: LONG HOOS 5 Commercial,LONG HOOS 5,,Chris Mackay,Pesticide Application,2022-06-07T16:21:50+00:00,"Lehner slug pelleter, Kawasaki  Mule 610",5 kg/ha,,,,,,,,Ironmax pro (17122)
d034b166-dc1c-425e-a152-3bf64b5b723e,2019-08-20T23:00:00+00:00,Applied slug pellets: LONG HOOS 6/7 Commercial,LONG HOOS 6/7,,Chris Mackay,Pesticide Application,2022-06-07T16:21:50+00:00,"Lehner slug pelleter, Kawasaki  Mule 610",5 kg/ha,,,,,,,,Ironmax pro (17122)
90109022-2bc7-4c0a-80bc-0b08a70b7155,2019-08-20T23:00:00+00:00,Applied slug pellets: GREAT FIELD 1/2 Commercial,GREAT FIELD 1/2,,Chris Mackay,Pesticide Application,2022-06-07T16:21:50+00:00,"Lehner slug pelleter, Kawasaki  Mule 610",5 kg/ha,,,,,,,,Ironmax pro (17122)
c3367bbe-2c3d-4252-90b9-439e28340e76,2019-08-20T23:00:00+00:00,Applied slug pellets: WHITEHORSE 2 Commercial,WHITEHORSE 2,,Chris Mackay,Pesticide Application,2022-06-07T16:21:50+00:00,"Lehner slug pelleter, Kawasaki  Mule 610",5 kg/ha,,,,,,,,Ironmax pro (17122)
b93a9794-fc2b-407a-9aa6-0b6c80a90887,2019-08-21T23:00:00+00:00,Applied slug pellets: GREAT FIELD 1/2 Commercial,GREAT FIELD 1/2,,Chris Mackay,Pesticide Application,2022-06-07T16:21:50+00:00,"Lehner slug pelleter, Kawasaki  Mule 610",5 kg/ha,,,,,,,,Ironmax pro (17122)
edb751fd-7b28-472e-b98e-b601871ff2d1,2019-08-15T23:00:00+00:00,Spread treatments for 2020/R/RAW/2027,,2020/R/RAW/2027,Chris Mackay,Experiment Treatment,2022-06-07T16:21:50+00:00,,,,,,,,,,
e2435ed8-4a9b-49e2-af9e-81ea00c61416,2019-08-15T23:00:00+00:00,Spread treatments for 2020/R/RAW/2027,,2020/R/RAW/2027,Chris Mackay,Experiment Treatment,2022-06-07T16:21:50+00:00,,,,,,,,,,Straw
3456e740-61d8-4483-afb0-acb72c895dee,2019-08-15T23:00:00+00:00,Spraying: Sluxx in WHITEHORSE 2,,2020/R/RAW/2027,Christoph Russell,Pesticide Application,2022-06-07T16:21:50+00:00,,5 kg/ha,,,0 hours (h),,,,,Sluxx HP (16571)
f14fed05-4bde-469d-bb16-2ee838d2a693,2019-08-18T23:00:00+00:00,"Spread treatments C, D, E for 2020/R/RAW/2025",,2020/R/RAW/2025,Chris Mackay,Experiment Treatment,2022-06-07T16:21:50+00:00,,,,,,,,,,
2c078f03-419d-4a0f-beea-820b0252061e,2019-08-21T11:35:48+00:00,Applied slug pellets 2020/R/RAW/2025,,2020/R/RAW/2025,Chris Mackay,Pesticide Application,2022-06-07T16:21:50+00:00,"Lehner slug pelleter, Kawasaki  Mule 610",5 kg/ha,,,,,,,,Ironmax pro (17122)
c609e977-16c8-40ad-b4b5-f46454b63895,2019-08-20T23:00:00+00:00,Applied slug pellets: WHITEHORSE 2 RAW/2027,,2020/R/RAW/2027,Chris Mackay,Pesticide Application,2022-06-07T16:21:50+00:00,"Lehner slug pelleter, Kawasaki  Mule 610",5 kg/ha,,,,,,,,Ironmax pro (17122)
cc39f7b8-e58d-45af-94a0-f7e94d2ac983,2019-09-15T23:00:00+00:00,Applied slug pellets: WHITEHORSE 1 Commercial,WHITEHORSE 1,,Chris Mackay,Pesticide Application,2022-06-07T16:21:50+00:00,"Lehner slug pelleter, Kawasaki  Mule 610",5 kg/ha,,,,,,,,Ironmax pro (17122)
7ac10253-1507-4c6a-b5dd-b42b86cfa649,2019-11-13T05:00:00+00:00,Herbicide,RRES LSRE Site 2020,RRES LSRE Plot 25,Chris Mackay,Pesticide Application,2022-04-13T08:03:49+00:00,,0.6 l/ha,,,,,,,,Liberator (15206)
f5b995d3-f23f-4272-9ada-3f749a3086c3,2019-11-13T15:00:00+00:00,Herbicide and Insecticide ,RRES LSRE Site 2020,RRES LSRE WW Conventional Min-till,Aislinn Pearson,Pesticide Application,2022-04-13T08:03:49+00:00,Knight 24m Sprayer,"0.8 kg/ha, 100 millilitres per hectare (ml/ha), 1 l/ha, 2 l/ha",,,,,,,,"Atlantis WG (12478), Atlantis WG (12478), Atlantis WG (12478), Atlantis WG (12478)"
3d5c3b8b-284d-4185-86b6-fdc1d0f3ff87,2019-11-20T20:00:00+00:00,RR LSRE OSR Autumn Herbicide & Fungicide,RRES LSRE Site 2020,"RRES LSRE OSR Conventional, RRES LSRE OSR SCP Min till, RRES LSRE Plot 02","Chris Mackay, Ian Shield, Aislinn Pearson",Pesticide Application,2022-04-13T08:03:49+00:00,"NH T6030, Knight 24m Sprayer","1.7 l/ha, 0.75 l/ha",,,,,,,,"Dymid (17585), Dymid (17585)"
7309cd93-f663-4ba9-be8b-8ad1a1396870,2020-02-12T00:00:00+00:00,OSR Spring Fertiliser,RRES LSRE Site 2020,,"Chris Mackay, Aislinn Pearson",Fertiliser Application,2022-04-13T08:03:49+00:00,Cascade Spreader,296 kg/ha,,,,,,,,DoubleTop
4b0620b5-d238-410f-b3ba-d54c29967376,2020-02-12T00:00:00+00:00,Glyphosate all cover crops,RRES LSRE Site 2020,,"Chris Mackay, Ian Shield, Aislinn Pearson",Pesticide Application,2022-04-13T08:03:49+00:00,Knight 24m Sprayer,"3 l/ha, 1 l/ha",,,,,,,,
6d1bce5c-925b-4d93-be22-abf0012b10f8,2020-04-22T23:00:00+00:00,Fertiliser application: 188 kg/ha Nitram into GREAT FIELD 1/2,GREAT FIELD 1/2,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",188 kg/ha,,,1 hours (h),,,,,Nitram
b8af4cdf-e375-4be3-b358-f53efbecf324,2020-04-22T23:00:00+00:00,Fertiliser application: 188 kg/ha Nitram into WHITEHORSE 1,WHITEHORSE 1,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",188 kg/ha,,,1 hours (h),,,,,Nitram
b808b4a3-fce8-4bc8-926c-d040e0a78543,2020-04-13T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into GREAT KNOTT 2,GREAT KNOTT 2,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,1 hours (h),,,,,DoubleTop
ffbb54c6-ebdc-416d-aac6-3430381c0394,2020-04-15T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into BLACKHORSE,BLACKHORSE,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,3 hours (h),,,,,DoubleTop
ff5701fd-554c-46ce-a49c-409287b621f8,2020-04-15T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into SCOUT,SCOUT,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,1 hours (h),,,,,DoubleTop
cae752a2-bf1a-4527-9540-55e912e0ab75,2020-04-15T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into WEBBS,WEBBS,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,1 hours (h),,,,,DoubleTop
60fbbfed-bf8a-4a9c-aec3-d9d19d3836b7,2020-04-15T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into GREAT KNOTT 1,GREAT KNOTT 1,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,1 hours (h),,,,,DoubleTop
c6f24fe8-53fa-4b03-9a68-22b7223c2634,2020-04-14T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into DELAFIELD,DELAFIELD,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,0.5 hours (h),,,,,DoubleTop
d46d8c50-7442-466a-8403-a0be34ac4051,2020-04-14T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into GEESCROFT,GEESCROFT,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,0.5 hours (h),,,,,DoubleTop
25268740-b2ef-44c9-a07f-5cfedf861d49,2020-04-15T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into CLAYCROFT,CLAYCROFT,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,1 hours (h),,,,,DoubleTop
66b4c4da-7de8-4ee5-b7c0-2537a5690d5c,2020-04-14T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into LITTLE KNOTT 1,LITTLE KNOTT 1,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,0.5 hours (h),,,,,DoubleTop
356b0a18-48ec-4fa6-a561-64fa85c68ed0,2020-04-27T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into LITTLE KNOTT 2,LITTLE KNOTT 2,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,0.5 hours (h),,,,,DoubleTop
bf6355bb-f8d2-4075-9763-77d6829bdc4c,2020-04-15T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into SAWYERS 2,SAWYERS 2,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,0.5 hours (h),,,,,DoubleTop
8559a602-a1b6-4c92-934b-ccad075021d5,2020-04-15T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into SAWYERS 4,SAWYERS 4,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,0.5 hours (h),,,,,DoubleTop
c4018c47-3807-4e30-bdb5-47a549eb2260,2020-04-15T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into NEW ZEALAND,NEW ZEALAND,2020/R/RS/2009,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,1 hours (h),,,,,DoubleTop
1ff6ed60-0694-4305-ba02-9195d6d0001a,2020-04-14T23:00:00+00:00,Fertiliser application: 296 kg/ha DoubleTop into PARKLANDS,PARKLANDS,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",296 kg/ha,,,1 hours (h),,,,,DoubleTop
68511f5f-0acc-48bf-a03a-fbd7648702c1,2020-04-19T23:00:00+00:00,Fertiliser application: 125 kg/ha DoubleTop into SUMMERDELLS 1,SUMMERDELLS 1,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",125 kg/ha,,,1 hours (h),,,,,DoubleTop
0f19b9d2-6288-4688-90df-06b90ca7262e,2020-04-19T23:00:00+00:00,Fertiliser application: 125 kg/ha DoubleTop into SUMMERDELLS 2,SUMMERDELLS 2,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",125 kg/ha,,,1 hours (h),,,,,DoubleTop
e9cb7bf4-b3a3-4edc-8b33-084c9209d0cc,2020-04-19T23:00:00+00:00,Fertiliser application: 125 kg/ha DoubleTop into BONES CLOSE,BONES CLOSE + DELL PIECE,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",125 kg/ha,,,1 hours (h),,,,,DoubleTop
b0c82653-d387-444f-a199-6ddd8ed9face,2020-04-19T23:00:00+00:00,Fertiliser application: 319 kg/ha Nitram into WHITEHORSE 2,WHITEHORSE 2,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",319 kg/ha,,,1 hours (h),,,,,Nitram
528786b0-51dc-4881-a3f9-c0c35dabd32b,2020-04-20T23:00:00+00:00,Fertiliser application: 319 kg/ha Nitram into SAWYERS 3,SAWYERS 3,,Chris Mackay,Fertiliser Application,2022-03-22T15:44:49+00:00,"JD6145R, Kverneland Twin disc Fertiliser Spreader",319 kg/ha,,,1 hours (h),,,,,Nitram
